student_id,gender,age,degree,branch,cgpa,backlogs,internships,certifications,coding_skills
5400,Male,21,BSc,Electrical,5.72,2,0,5,1
5401,Female,23,BSc,Mechanical,8.72,2,1,5,5
5402,Female,24,BTech,Electrical,7.56,1,0,1,3
5403,Female,20,BSc,AI,8.6,1,0,2,6
5404,Female,24,BCA,Electrical,8.98,2,3,0,9
5405,Male,24,BCA,Mechanical,7.75,3,0,1,1
5406,Female,20,BTech,CS,6.63,3,2,1,4
5407,Male,20,BE,Electrical,6.11,0,1,4,4
5408,Female,21,BE,Mechanical,6.19,1,2,0,7
5409,Male,23,BSc,CS,9.23,3,2,5,2
5410,Male,21,BE,Electrical,6.03,2,1,0,8
5411,Female,21,BE,Electrical,7.15,1,3,0,6
5412,Male,20,BTech,Mechanical,6.94,0,1,0,4
5413,Female,20,BE,DS,9.22,0,3,3,3
5414,Male,23,BE,DS,7.55,1,0,2,10
5415,Female,24,BE,IT,9.78,2,2,1,7
5416,Male,21,BCA,DS,8.67,3,1,2,9
5417,Female,23,BCA,AI,9.16,1,0,5,2
5418,Female,21,BTech,IT,5.92,2,1,2,8
5419,Male,24,BSc,DS,6.59,1,1,2,2
5420,Male,21,BTech,CS,6.08,0,0,2,6
5421,Male,22,BSc,Mechanical,7.49,1,1,3,8
5422,Male,23,BSc,DS,8.59,2,0,4,1
5423,Female,20,BE,CS,6.23,2,2,3,7
5424,Male,21,BE,IT,6.06,0,0,1,9
5425,Female,23,BTech,Mechanical,8.14,2,1,0,6
5426,Male,23,BTech,DS,6.49,2,2,4,6
5427,Female,21,BTech,IT,7.56,0,2,1,9
5428,Female,20,BCA,DS,5.72,2,0,5,2
5429,Female,20,BCA,IT,8.43,2,3,0,4
5430,Female,21,BCA,DS,7.83,1,0,3,8
5431,Male,23,BCA,CS,8.28,1,3,2,5
5432,Male,20,BCA,AI,6.68,1,0,1,9
5433,Female,21,BE,CS,6.7,1,2,5,3
5434,Male,21,BSc,Mechanical,8.95,3,0,2,6
5435,Male,21,BCA,DS,8.59,1,3,2,6
5436,Female,23,BTech,AI,7.99,1,1,2,3
5437,Male,20,BSc,AI,8.2,1,3,4,6
5438,Male,23,BCA,Mechanical,5.9,0,2,0,1
5439,Male,22,BCA,Mechanical,9.18,1,0,2,5
5440,Female,20,BE,AI,8.81,3,2,5,2
5441,Male,23,BE,Mechanical,8.04,3,1,1,8
5442,Female,20,BE,Mechanical,9.45,3,1,4,7
5443,Male,22,BCA,DS,6.23,2,1,0,7
5444,Male,24,BE,CS,8.45,0,0,1,10
5445,Male,21,BCA,Electrical,9.64,1,3,4,4
5446,Female,23,BSc,IT,6.83,1,0,4,2
5447,Female,22,BSc,AI,5.57,2,2,5,3
5448,Male,22,BCA,IT,8.66,0,0,5,10
5449,Female,20,BTech,AI,5.53,2,2,0,4
5450,Male,20,BCA,AI,9.25,3,0,5,3
5451,Female,21,BSc,CS,5.74,2,3,2,3
5452,Female,20,BSc,AI,8.31,0,1,1,1
5453,Male,23,BCA,AI,7.12,2,0,3,1
5454,Male,23,BCA,CS,6.37,0,3,2,8
5455,Male,23,BCA,Mechanical,9.36,2,0,3,8
5456,Male,24,BSc,Electrical,8.71,0,0,1,1
5457,Female,23,BTech,IT,6.96,1,1,5,4
5458,Female,20,BCA,AI,6.72,3,2,3,2
5459,Female,20,BSc,CS,8.66,0,3,3,1
5460,Male,23,BCA,AI,9.1,2,0,0,2
5461,Male,22,BSc,CS,8.58,2,1,0,1
5462,Female,22,BCA,IT,8.25,3,0,5,5
5463,Male,22,BSc,DS,6.48,1,0,0,10
5464,Female,21,BCA,Mechanical,9.17,1,1,3,6
5465,Female,24,BE,DS,8.72,1,0,5,8
5466,Female,23,BCA,CS,7.72,0,0,3,10
5467,Female,21,BSc,AI,7.7,3,3,4,8
5468,Female,22,BCA,Mechanical,7.95,0,3,4,4
5469,Male,23,BTech,IT,9.06,0,3,0,3
5470,Male,21,BCA,Electrical,8.69,0,0,4,5
5471,Male,20,BCA,Mechanical,9.18,0,0,2,8
5472,Female,22,BCA,AI,7.68,2,3,4,5
5473,Female,21,BTech,DS,8.19,2,0,4,10
5474,Female,20,BTech,CS,9.17,2,1,2,7
5475,Female,22,BTech,DS,6.5,0,1,2,4
5476,Male,24,BE,Mechanical,7.41,1,0,1,2
5477,Male,22,BTech,Electrical,8.17,2,0,3,9
5478,Female,24,BE,AI,9.44,3,2,3,10
5479,Female,24,BCA,CS,5.57,2,1,5,2
5480,Female,24,BE,AI,6.41,0,0,0,2
5481,Male,23,BCA,AI,6.51,0,2,5,8
5482,Male,23,BE,Electrical,6.9,0,1,1,10
5483,Male,24,BTech,Mechanical,6.71,2,2,5,6
5484,Female,20,BTech,DS,8.04,1,3,1,5
5485,Female,24,BE,AI,9.31,0,2,1,3
5486,Male,21,BE,AI,8.24,3,3,1,7
5487,Female,24,BTech,AI,6.54,0,0,4,8
5488,Male,23,BCA,CS,9.21,1,0,1,9
5489,Female,23,BCA,AI,8.22,1,1,5,2
5490,Male,21,BCA,AI,6.44,1,2,0,8
5491,Female,21,BCA,Mechanical,7.06,0,2,3,5
5492,Male,22,BSc,AI,8.9,3,0,1,1
5493,Male,20,BCA,Electrical,8.68,3,1,5,10
5494,Male,20,BSc,Electrical,7.98,0,0,3,7
5495,Male,20,BSc,AI,6.12,2,1,2,7
5496,Male,23,BTech,Electrical,8.95,2,2,0,10
5497,Male,20,BTech,Mechanical,6.82,3,3,2,3
5498,Female,22,BE,CS,8.82,2,1,5,3
5499,Female,22,BCA,Electrical,8.28,2,2,1,4
5500,Female,20,BCA,Electrical,6.64,3,1,4,5
5501,Male,21,BTech,DS,6.41,2,3,5,5
5502,Male,22,BTech,Mechanical,6.06,2,3,4,5
5503,Female,21,BTech,Electrical,6.54,0,0,5,6
5504,Male,23,BE,CS,6.18,2,3,0,1
5505,Male,22,BCA,DS,8.15,3,3,1,7
5506,Male,21,BE,AI,8.07,0,0,1,4
5507,Male,20,BSc,Mechanical,8.02,3,3,1,5
5508,Male,23,BSc,Electrical,8.26,0,0,1,8
5509,Female,24,BCA,AI,9.0,3,1,5,8
5510,Female,24,BTech,Mechanical,9.43,1,2,0,5
5511,Female,20,BTech,DS,6.49,0,0,0,3
5512,Female,23,BE,Electrical,8.03,0,1,0,10
5513,Female,23,BSc,CS,5.84,0,3,5,8
5514,Male,23,BSc,Mechanical,6.02,3,1,4,2
5515,Male,23,BCA,CS,8.31,1,0,1,9
5516,Male,24,BSc,AI,7.59,0,0,5,6
5517,Male,21,BTech,AI,8.76,1,0,2,10
5518,Female,23,BTech,DS,7.33,2,0,3,4
5519,Female,21,BTech,DS,6.05,0,1,0,4
5520,Female,23,BCA,IT,9.25,2,2,0,3
5521,Male,22,BE,IT,5.86,0,2,5,5
5522,Female,22,BSc,DS,6.31,1,1,4,6
5523,Male,22,BCA,Electrical,6.69,2,2,4,10
5524,Female,23,BE,AI,9.78,3,3,3,3
5525,Female,21,BCA,CS,7.29,0,1,4,9
5526,Male,24,BSc,DS,7.66,0,1,5,8
5527,Male,20,BTech,Electrical,8.81,1,1,0,6
5528,Female,24,BE,CS,8.24,3,2,1,5
5529,Female,23,BE,IT,9.12,0,1,1,3
5530,Male,22,BCA,CS,7.59,2,1,4,3
5531,Female,22,BCA,DS,9.68,3,0,3,8
5532,Female,21,BTech,AI,8.93,3,0,1,6
5533,Male,23,BCA,DS,7.23,1,2,0,10
5534,Female,24,BSc,Mechanical,7.14,2,0,1,6
5535,Male,23,BSc,Electrical,9.5,2,3,3,4
5536,Female,23,BSc,Electrical,8.44,0,0,4,3
5537,Male,22,BSc,Electrical,8.17,0,0,2,6
5538,Female,24,BTech,Mechanical,8.76,3,1,5,1
5539,Male,20,BTech,Mechanical,7.91,3,3,1,5
5540,Female,22,BTech,AI,6.18,1,3,0,7
5541,Male,24,BCA,Electrical,6.87,3,0,3,1
5542,Female,21,BTech,DS,7.9,1,2,1,10
5543,Female,22,BE,Mechanical,5.58,1,1,2,4
5544,Female,21,BE,DS,7.38,2,2,4,2
5545,Female,22,BE,IT,8.75,2,2,1,1
5546,Female,23,BCA,Electrical,6.21,3,2,3,1
5547,Female,24,BCA,Mechanical,5.78,3,3,1,7
5548,Female,21,BTech,Mechanical,9.09,2,2,4,6
5549,Female,22,BSc,AI,8.15,3,2,3,7
5550,Female,21,BE,DS,6.26,2,3,5,1
5551,Male,22,BCA,AI,8.97,0,0,2,10
5552,Male,22,BE,AI,8.33,3,3,0,3
5553,Female,20,BTech,DS,6.94,1,3,5,7
5554,Male,20,BCA,IT,7.12,0,0,4,10
5555,Female,20,BSc,DS,6.17,0,2,1,10
5556,Female,21,BSc,IT,9.09,3,2,2,9
5557,Male,23,BCA,AI,7.69,2,0,3,6
5558,Female,22,BSc,IT,7.9,1,2,5,8
5559,Female,24,BTech,Electrical,9.3,2,0,3,9
5560,Male,20,BSc,IT,5.57,3,3,3,7
5561,Male,21,BE,IT,5.79,2,2,1,9
5562,Female,21,BE,Mechanical,6.19,3,2,5,10
5563,Male,21,BE,Mechanical,5.63,3,1,4,4
5564,Male,24,BCA,AI,8.33,1,2,5,9
5565,Female,24,BCA,DS,8.23,3,1,2,9
5566,Male,20,BCA,IT,6.41,1,2,3,2
5567,Male,24,BCA,Electrical,6.14,0,1,0,9
5568,Female,20,BCA,Mechanical,6.13,2,0,4,3
5569,Male,24,BTech,DS,9.6,3,2,2,7
5570,Male,24,BCA,Electrical,8.48,2,0,2,3
5571,Female,24,BSc,IT,8.02,2,1,3,5
5572,Female,20,BTech,DS,6.89,1,1,0,2
5573,Female,22,BCA,Electrical,7.36,2,1,3,10
5574,Male,20,BSc,CS,5.88,2,1,4,10
5575,Female,22,BTech,Electrical,9.79,2,3,1,3
5576,Female,21,BE,Electrical,8.75,3,0,4,10
5577,Male,21,BTech,IT,8.17,2,1,0,4
5578,Female,20,BCA,DS,8.03,0,2,1,10
5579,Female,22,BTech,IT,7.67,1,1,5,6
5580,Female,22,BTech,IT,6.61,0,0,5,6
5581,Female,22,BE,CS,6.47,1,3,2,3
5582,Male,21,BTech,Electrical,7.86,2,0,3,3
5583,Female,20,BTech,DS,5.8,1,2,5,9
5584,Female,23,BE,AI,5.82,3,3,4,10
5585,Male,22,BCA,Mechanical,7.91,3,0,3,2
5586,Female,22,BSc,IT,9.46,0,1,4,4
5587,Male,23,BTech,IT,9.43,3,2,3,5
5588,Male,20,BE,IT,5.55,2,2,5,8
5589,Male,22,BTech,IT,5.96,0,3,1,8
5590,Female,20,BCA,Mechanical,8.01,0,0,3,6
5591,Male,22,BCA,AI,9.15,0,2,0,2
5592,Male,24,BE,CS,9.6,3,3,0,10
5593,Male,22,BSc,AI,9.2,1,1,5,10
5594,Female,24,BSc,Mechanical,8.41,3,1,3,1
5595,Female,20,BTech,DS,6.36,0,3,5,7
5596,Female,22,BE,CS,5.81,1,0,2,10
5597,Female,21,BSc,CS,5.7,0,1,0,1
5598,Female,21,BCA,DS,8.13,0,1,4,3
5599,Female,23,BSc,Electrical,5.66,1,3,5,9
5600,Female,21,BE,IT,8.68,1,0,3,6
5601,Male,24,BCA,Mechanical,8.56,0,1,3,8
5602,Male,21,BTech,DS,5.84,0,0,0,9
5603,Male,21,BCA,AI,9.4,3,3,2,7
5604,Male,21,BSc,AI,7.74,3,0,4,8
5605,Female,22,BSc,Electrical,9.39,3,0,0,4
5606,Male,23,BSc,DS,9.38,2,2,0,5
5607,Male,20,BTech,Mechanical,6.35,0,1,5,7
5608,Male,23,BSc,Electrical,7.14,3,1,1,9
5609,Male,24,BE,Electrical,6.08,0,1,5,8
5610,Female,22,BTech,Electrical,8.83,2,0,0,7
5611,Female,22,BCA,CS,7.67,3,3,4,4
5612,Female,21,BSc,CS,9.49,3,0,1,1
5613,Male,21,BE,IT,6.4,0,1,2,1
5614,Female,24,BE,Mechanical,8.46,0,1,2,5
5615,Male,22,BTech,AI,9.75,1,1,0,7
5616,Female,20,BE,AI,8.36,1,1,4,8
5617,Female,23,BTech,IT,5.8,3,3,2,7
5618,Female,22,BTech,AI,8.03,1,2,4,4
5619,Female,20,BTech,Electrical,6.27,3,0,5,7
5620,Female,20,BCA,IT,5.63,0,3,5,6
5621,Male,23,BCA,IT,6.94,1,2,4,8
5622,Female,20,BE,DS,6.64,3,1,1,9
5623,Male,24,BCA,CS,8.89,0,3,0,1
5624,Male,20,BTech,Mechanical,7.11,3,3,4,2
5625,Male,24,BTech,Mechanical,8.65,2,3,4,8
5626,Male,20,BCA,CS,5.57,1,0,5,7
5627,Male,21,BE,Electrical,5.56,2,2,4,7
5628,Female,20,BTech,Mechanical,5.63,0,2,0,3
5629,Female,24,BCA,AI,6.44,3,0,1,7
5630,Female,20,BSc,AI,7.11,3,2,5,4
5631,Female,20,BE,Mechanical,8.11,0,1,4,10
5632,Male,20,BE,DS,9.74,2,3,3,10
5633,Female,24,BE,Mechanical,7.02,3,2,5,2
5634,Female,20,BSc,IT,5.74,2,2,1,1
5635,Male,23,BTech,Electrical,6.34,2,3,0,8
5636,Male,23,BE,IT,9.36,2,1,2,5
5637,Female,24,BCA,CS,8.51,1,1,4,10
5638,Female,21,BE,Electrical,8.9,2,2,3,4
5639,Male,23,BCA,Electrical,6.03,1,1,2,9
5640,Female,22,BE,AI,6.08,2,0,5,5
5641,Female,23,BCA,Electrical,5.98,2,3,2,10
5642,Female,22,BCA,DS,9.19,1,3,4,2
5643,Female,24,BCA,Mechanical,6.4,3,0,4,9
5644,Male,21,BSc,IT,8.27,3,1,2,10
5645,Male,22,BSc,AI,7.72,0,1,3,7
5646,Male,22,BSc,AI,7.84,0,3,1,9
5647,Female,23,BTech,DS,6.34,3,0,4,5
5648,Female,22,BCA,DS,8.23,0,0,4,7
5649,Female,24,BTech,DS,5.69,3,3,0,8
5650,Female,24,BSc,DS,9.77,0,2,4,4
5651,Female,24,BCA,IT,5.62,3,3,0,8
5652,Male,23,BTech,DS,5.72,1,2,2,7
5653,Female,21,BSc,AI,6.9,0,2,3,3
5654,Female,23,BTech,AI,9.08,1,2,0,8
5655,Male,24,BTech,Electrical,6.61,1,3,0,4
5656,Female,23,BSc,Mechanical,7.53,1,0,1,2
5657,Male,24,BCA,AI,5.58,1,0,2,9
5658,Male,20,BE,AI,5.84,1,0,0,8
5659,Male,20,BE,IT,8.11,2,3,0,4
5660,Male,22,BTech,Electrical,6.34,1,3,2,3
5661,Male,21,BTech,AI,8.49,0,1,4,3
5662,Female,20,BTech,CS,8.88,1,3,3,6
5663,Male,24,BCA,AI,9.16,0,0,5,2
5664,Male,23,BTech,Mechanical,6.08,1,1,5,3
5665,Female,23,BTech,Mechanical,7.46,0,3,2,1
5666,Female,22,BTech,Electrical,9.57,1,3,5,10
5667,Male,23,BSc,Electrical,8.82,3,3,1,5
5668,Female,20,BE,DS,6.0,2,1,5,3
5669,Female,23,BE,IT,7.66,0,1,1,7
5670,Male,20,BSc,Mechanical,9.47,0,2,3,9
5671,Male,20,BCA,CS,7.39,1,1,1,5
5672,Female,21,BCA,CS,9.1,0,0,2,2
5673,Male,22,BCA,DS,7.63,1,0,4,2
5674,Male,24,BSc,IT,5.96,2,3,5,4
5675,Female,20,BE,IT,6.14,3,0,1,10
5676,Male,22,BE,Electrical,5.7,3,0,2,9
5677,Male,24,BTech,AI,6.34,2,0,1,2
5678,Male,23,BE,CS,9.34,1,0,0,5
5679,Male,22,BCA,CS,8.3,1,1,0,7
5680,Male,22,BCA,CS,8.68,2,0,4,10
5681,Female,22,BTech,CS,8.17,0,3,5,4
5682,Female,23,BTech,Mechanical,7.16,0,1,0,7
5683,Male,23,BE,IT,6.43,0,2,0,7
5684,Female,22,BTech,AI,9.48,2,0,1,2
5685,Male,21,BTech,Mechanical,7.71,3,2,1,2
5686,Male,20,BSc,IT,7.57,3,2,3,2
5687,Male,23,BE,DS,9.78,3,3,4,9
5688,Male,21,BCA,CS,7.15,1,2,0,1
5689,Male,23,BSc,AI,9.17,2,0,3,6
5690,Female,22,BCA,IT,9.21,0,3,1,7
5691,Female,21,BTech,DS,6.5,3,3,5,9
5692,Male,24,BTech,CS,5.91,3,1,3,3
5693,Female,20,BCA,DS,9.7,3,3,0,9
5694,Male,20,BSc,DS,7.33,1,2,3,7
5695,Female,23,BSc,Mechanical,5.51,1,0,2,5
5696,Male,20,BSc,DS,7.65,0,1,4,5
5697,Female,24,BTech,Mechanical,8.16,3,2,0,7
5698,Male,21,BE,Electrical,8.84,3,3,2,10
5699,Male,21,BTech,Mechanical,9.55,3,0,5,6
5700,Female,22,BCA,DS,9.44,1,3,3,8
5701,Female,21,BSc,IT,9.54,0,1,5,10
5702,Male,23,BE,DS,5.64,2,1,0,10
5703,Female,24,BSc,DS,8.56,1,0,3,9
5704,Male,22,BTech,IT,6.47,3,2,4,6
5705,Female,23,BE,CS,6.31,0,0,5,3
5706,Female,23,BE,AI,8.94,0,2,5,9
5707,Male,23,BTech,Electrical,7.29,2,0,4,2
5708,Female,20,BSc,CS,9.44,3,1,1,5
5709,Female,23,BSc,DS,5.68,1,1,2,10
5710,Male,20,BSc,CS,8.95,1,3,4,4
5711,Female,21,BTech,AI,6.09,1,1,2,2
5712,Male,20,BCA,CS,6.26,3,3,3,6
5713,Male,23,BCA,AI,7.55,3,1,2,10
5714,Male,24,BSc,CS,7.2,3,1,5,7
5715,Male,24,BE,Mechanical,7.59,1,3,0,2
5716,Male,21,BCA,DS,9.54,3,0,1,3
5717,Female,23,BSc,AI,8.33,3,0,2,5
5718,Male,20,BCA,Electrical,6.75,3,0,2,9
5719,Male,24,BSc,DS,6.24,2,2,4,7
5720,Female,22,BCA,Mechanical,7.31,2,2,0,3
5721,Female,23,BCA,CS,7.44,3,1,4,10
5722,Female,23,BE,DS,8.09,3,1,2,4
5723,Male,22,BE,CS,6.64,1,1,3,7
5724,Male,24,BCA,CS,8.8,0,3,4,1
5725,Male,22,BSc,DS,5.92,3,2,4,4
5726,Female,21,BE,AI,7.91,1,2,0,1
5727,Male,20,BTech,AI,8.18,1,0,5,5
5728,Female,20,BE,DS,6.39,0,2,4,2
5729,Male,24,BCA,AI,9.05,1,3,4,9
5730,Female,22,BCA,IT,8.15,0,3,1,3
5731,Male,23,BTech,CS,8.28,3,3,2,5
5732,Male,23,BE,DS,7.64,2,3,0,8
5733,Male,23,BCA,Electrical,9.41,0,1,4,8
5734,Female,21,BTech,Mechanical,8.48,3,3,5,9
5735,Female,21,BTech,DS,7.14,3,0,5,3
5736,Male,23,BSc,DS,6.53,2,3,2,3
5737,Male,24,BE,CS,5.81,1,2,0,4
5738,Male,21,BE,Mechanical,6.21,0,3,5,6
5739,Female,21,BE,CS,9.77,0,0,4,7
5740,Male,20,BCA,Electrical,7.25,1,2,3,1
5741,Male,20,BTech,AI,9.36,2,2,5,2
5742,Male,24,BSc,DS,6.23,0,2,1,3
5743,Male,21,BE,CS,7.33,0,1,0,1
5744,Female,21,BSc,Electrical,9.63,1,2,3,3
5745,Female,22,BSc,Electrical,5.89,3,1,0,4
5746,Male,24,BTech,IT,8.05,2,3,0,6
5747,Male,24,BE,DS,9.45,3,0,1,5
5748,Female,22,BSc,Electrical,9.58,3,2,3,6
5749,Female,22,BE,AI,9.14,1,3,4,9
5750,Male,20,BE,CS,9.18,0,1,2,1
5751,Female,24,BE,CS,8.3,1,1,3,3
5752,Female,24,BSc,IT,6.45,3,0,5,8
5753,Male,22,BTech,AI,8.64,1,3,0,9
5754,Female,23,BTech,Electrical,9.71,2,0,5,2
5755,Female,23,BSc,IT,7.76,3,0,3,10
5756,Male,20,BCA,Electrical,6.62,3,2,2,5
5757,Male,23,BE,Electrical,7.97,2,2,5,3
5758,Female,23,BE,DS,8.47,1,0,3,10
5759,Male,23,BTech,Mechanical,6.4,1,2,2,2
5760,Female,21,BSc,Electrical,8.59,1,3,1,9
5761,Male,20,BSc,CS,8.03,0,1,0,5
5762,Female,22,BCA,Electrical,8.13,3,1,4,9
5763,Male,23,BCA,IT,6.82,2,2,3,1
5764,Female,21,BTech,Electrical,6.17,3,3,1,4
5765,Female,23,BCA,CS,8.18,0,2,5,1
5766,Female,21,BCA,CS,8.02,3,3,3,5
5767,Male,20,BSc,IT,6.95,2,1,1,5
5768,Male,23,BSc,CS,6.77,2,3,2,7
5769,Female,21,BCA,AI,6.99,3,1,1,7
5770,Female,24,BTech,AI,7.61,0,2,5,8
5771,Male,24,BCA,Mechanical,9.69,3,3,5,6
5772,Male,21,BTech,AI,8.78,0,2,2,10
5773,Male,23,BCA,IT,9.16,1,0,1,3
5774,Male,23,BSc,Electrical,7.67,2,0,3,9
5775,Male,20,BSc,AI,7.76,3,2,4,5
5776,Male,20,BTech,Mechanical,6.38,2,1,0,9
5777,Female,22,BCA,DS,8.6,2,3,5,5
5778,Male,20,BCA,DS,7.31,3,2,4,3
5779,Female,23,BTech,IT,8.69,1,1,1,7
5780,Male,22,BCA,Mechanical,7.26,2,3,2,9
5781,Male,20,BE,AI,5.97,2,2,5,1
5782,Female,21,BSc,Mechanical,6.24,0,2,5,3
5783,Female,24,BSc,CS,8.99,0,1,3,7
5784,Male,20,BTech,Mechanical,6.61,1,3,0,9
5785,Female,20,BCA,AI,6.64,3,3,0,4
5786,Female,21,BTech,IT,9.5,2,1,3,5
5787,Female,23,BE,CS,8.33,1,2,1,8
5788,Female,21,BCA,Mechanical,5.99,3,1,0,4
5789,Male,20,BE,DS,6.12,0,1,3,2
5790,Female,23,BTech,AI,6.67,2,2,1,7
5791,Male,22,BSc,IT,8.05,2,3,3,2
5792,Male,20,BE,Electrical,8.74,3,0,0,6
5793,Male,21,BCA,AI,6.68,1,0,4,7
5794,Male,22,BTech,Mechanical,9.24,2,1,0,8
5795,Female,24,BTech,IT,5.97,2,3,0,5
5796,Female,22,BTech,DS,6.39,0,2,4,1
5797,Male,21,BSc,CS,9.67,1,3,1,3
5798,Male,22,BTech,Mechanical,6.08,0,1,5,10
5799,Male,21,BTech,IT,9.32,3,3,5,9
5800,Male,20,BSc,CS,8.53,3,3,3,6
5801,Female,23,BTech,IT,5.81,1,2,1,5
5802,Male,24,BTech,Electrical,7.58,0,0,1,1
5803,Female,23,BE,Mechanical,7.73,3,3,3,4
5804,Male,23,BTech,IT,9.51,1,3,1,5
5805,Male,23,BSc,DS,7.31,3,0,5,2
5806,Male,21,BE,IT,7.42,2,3,2,5
5807,Male,21,BTech,Mechanical,5.98,2,3,5,3
5808,Female,24,BSc,IT,8.25,1,3,0,8
5809,Female,21,BCA,CS,6.41,3,0,2,10
5810,Female,21,BTech,CS,5.83,1,1,3,1
5811,Male,21,BCA,Electrical,9.79,1,0,5,4
5812,Male,21,BE,AI,6.66,1,0,4,9
5813,Female,20,BSc,Electrical,6.11,2,1,4,1
5814,Female,24,BE,AI,8.51,1,2,3,6
5815,Male,21,BCA,DS,9.03,2,0,5,6
5816,Male,24,BCA,CS,5.78,2,3,5,2
5817,Female,22,BCA,AI,5.95,3,2,3,1
5818,Male,20,BSc,IT,5.89,1,2,1,1
5819,Male,21,BCA,DS,5.7,3,1,0,10
5820,Female,20,BCA,Mechanical,8.34,2,2,2,5
5821,Male,20,BSc,AI,8.03,1,3,3,5
5822,Female,22,BCA,Electrical,8.35,2,2,4,10
5823,Male,24,BTech,AI,7.67,1,3,0,7
5824,Female,20,BCA,Electrical,9.02,1,1,0,9
5825,Male,23,BSc,Electrical,7.85,0,2,1,4
5826,Female,22,BCA,CS,9.45,3,0,4,4
5827,Female,23,BSc,DS,7.59,0,1,0,7
5828,Female,22,BCA,Electrical,8.9,1,1,4,9
5829,Female,23,BTech,CS,7.25,0,3,2,7
5830,Male,23,BSc,CS,7.37,2,1,4,8
5831,Male,20,BSc,Electrical,9.15,1,0,0,10
5832,Female,20,BSc,DS,5.96,1,2,5,7
5833,Male,22,BSc,IT,7.93,1,2,4,9
5834,Male,24,BCA,AI,8.62,0,2,4,6
5835,Male,20,BCA,CS,8.73,3,3,5,9
5836,Male,20,BTech,AI,8.04,3,0,4,3
5837,Male,21,BTech,DS,7.43,3,3,0,4
5838,Female,20,BCA,IT,6.62,0,2,2,9
5839,Female,24,BE,Mechanical,9.41,2,2,4,2
5840,Female,21,BSc,IT,7.09,0,0,2,2
5841,Female,23,BCA,DS,8.94,3,3,0,10
5842,Male,23,BTech,IT,5.64,0,0,3,8
5843,Male,21,BSc,Mechanical,6.5,2,2,4,10
5844,Female,21,BTech,CS,6.99,1,0,2,6
5845,Male,21,BE,IT,8.39,1,0,4,5
5846,Male,22,BSc,Electrical,6.87,3,3,1,2
5847,Female,24,BE,Electrical,5.68,3,3,1,1
5848,Male,24,BE,DS,6.25,2,0,0,3
5849,Female,23,BE,IT,6.61,0,1,5,6
5850,Female,23,BCA,Mechanical,6.26,2,1,2,5
5851,Male,23,BTech,DS,6.38,2,3,2,6
5852,Male,20,BSc,IT,8.81,1,2,5,7
5853,Female,23,BCA,DS,7.27,0,2,5,7
5854,Female,21,BTech,Electrical,7.24,1,3,4,3
5855,Male,23,BCA,Mechanical,9.66,1,3,1,10
5856,Female,21,BTech,CS,7.42,2,0,4,8
5857,Female,22,BSc,Mechanical,9.49,1,2,4,8
5858,Female,20,BSc,CS,6.79,3,1,5,3
5859,Male,20,BSc,AI,7.22,3,3,0,6
5860,Female,24,BSc,Electrical,7.2,1,3,3,9
5861,Male,22,BTech,Electrical,7.85,1,2,0,1
5862,Female,21,BCA,Electrical,8.01,0,2,0,2
5863,Male,22,BSc,Mechanical,6.57,3,1,0,2
5864,Female,20,BSc,CS,8.91,0,3,4,5
5865,Male,21,BSc,AI,7.64,1,1,4,6
5866,Male,22,BE,AI,5.53,3,0,4,3
5867,Male,20,BSc,AI,8.04,2,0,4,4
5868,Female,21,BSc,DS,8.93,2,3,5,10
5869,Female,21,BTech,Mechanical,6.58,1,0,1,2
5870,Female,20,BE,Mechanical,5.66,0,2,2,3
5871,Male,21,BTech,Electrical,8.97,2,2,1,8
5872,Female,20,BCA,Mechanical,9.7,2,2,2,5
5873,Male,23,BE,Mechanical,5.83,3,1,4,2
5874,Female,23,BTech,DS,9.53,0,2,1,10
5875,Male,21,BTech,Mechanical,7.04,0,1,2,10
5876,Male,21,BCA,CS,9.55,2,3,3,2
5877,Male,20,BCA,AI,8.29,1,3,0,4
5878,Female,21,BSc,DS,9.33,2,2,2,9
5879,Female,24,BSc,DS,8.88,0,2,5,6
5880,Female,23,BE,Electrical,5.62,3,3,1,1
5881,Male,21,BE,Mechanical,5.78,0,1,1,4
5882,Male,21,BCA,AI,7.76,3,1,3,3
5883,Female,22,BE,CS,6.06,3,1,2,1
5884,Female,21,BSc,AI,7.48,3,0,0,6
5885,Female,24,BCA,IT,9.6,0,0,1,10
5886,Male,23,BTech,AI,6.77,0,2,4,1
5887,Male,22,BCA,CS,7.6,1,2,5,1
5888,Male,20,BE,CS,7.15,2,3,4,7
5889,Male,20,BSc,CS,8.21,0,2,2,1
5890,Male,23,BSc,DS,6.33,3,3,5,3
5891,Female,20,BTech,DS,6.62,0,0,3,5
5892,Male,24,BTech,IT,9.19,0,2,0,3
5893,Male,21,BCA,AI,8.99,2,1,2,6
5894,Male,23,BSc,Mechanical,8.89,0,3,2,9
5895,Male,22,BTech,Electrical,8.81,3,1,5,2
5896,Male,21,BTech,IT,7.48,2,0,0,7
5897,Female,20,BCA,Mechanical,8.63,1,1,1,4
5898,Male,20,BCA,Mechanical,7.16,3,1,4,6
5899,Male,22,BSc,IT,5.93,3,2,1,10
5900,Male,24,BE,AI,7.19,0,1,3,10
5901,Female,22,BE,Electrical,6.18,1,1,0,6
5902,Female,23,BSc,Mechanical,7.18,2,0,1,8
5903,Female,22,BE,DS,6.78,1,1,2,7
5904,Male,20,BSc,DS,8.08,0,3,2,5
